Unnamed: 0,price,quantity,type,timestamp
,4808000.0,9.3656,1.0,2024-04-14 00:00:33.403757
,4803000.0,4.7906,0.0,2024-04-14 00:00:38.427790
,4802000.0,0.0253,0.0,2024-04-14 00:00:38.427790
,4801000.0,0.001,0.0,2024-04-14 00:00:38.427790
,4798000.0,18.308,0.0,2024-04-14 00:00:38.427790
,4797000.0,3.3313,0.0,2024-04-14 00:00:38.427790
,4804000.0,3.2988,1.0,2024-04-14 00:00:38.427790
,4805000.0,6.7403,1.0,2024-04-14 00:00:38.427790
,4806000.0,3.3719,1.0,2024-04-14 00:00:38.427790
,4807000.0,4.0,1.0,2024-04-14 00:00:38.427790
,4808000.0,9.3658,1.0,2024-04-14 00:00:38.427790
,4798000.0,3.3,0.0,2024-04-14 00:00:43.451999
,4797000.0,0.4721,0.0,2024-04-14 00:00:43.451999
,4796000.0,21.3326,0.0,2024-04-14 00:00:43.451999
,4795000.0,4.4197,0.0,2024-04-14 00:00:43.451999
,4794000.0,12.8048,0.0,2024-04-14 00:00:43.451999
,4802000.0,3.3,1.0,2024-04-14 00:00:43.451999
,4803000.0,1.1618,1.0,2024-04-14 00:00:43.451999
,4804000.0,3.3768,1.0,2024-04-14 00:00:43.451999
,4805000.0,4.6668,1.0,2024-04-14 00:00:43.451999
,4806000.0,9.2719,1.0,2024-04-14 00:00:43.451999
,4797000.0,1.0089,0.0,2024-04-14 00:00:48.457525
,4796000.0,15.0326,0.0,2024-04-14 00:00:48.457525
,4795000.0,3.4194,0.0,2024-04-14 00:00:48.457525
,4794000.0,7.3,0.0,2024-04-14 00:00:48.457525
,4793000.0,8.5267,0.0,2024-04-14 00:00:48.457525
,4803000.0,1.1618,1.0,2024-04-14 00:00:48.457525
,4804000.0,4.3035,1.0,2024-04-14 00:00:48.457525
,4805000.0,4.4403,1.0,2024-04-14 00:00:48.457525
,4806000.0,4.7031,1.0,2024-04-14 00:00:48.457525
,4807000.0,4.0,1.0,2024-04-14 00:00:48.457525
,4798000.0,0.624,0.0,2024-04-14 00:00:53.470768
,4797000.0,1.9567,0.0,2024-04-14 00:00:53.470768
,4796000.0,15.0326,0.0,2024-04-14 00:00:53.470768
,4795000.0,3.0881,0.0,2024-04-14 00:00:53.470768
,4794000.0,7.6319,0.0,2024-04-14 00:00:53.470768
,4803000.0,1.16,1.0,2024-04-14 00:00:53.470768
,4804000.0,4.3035,1.0,2024-04-14 00:00:53.470768
,4805000.0,4.4403,1.0,2024-04-14 00:00:53.470768
,4806000.0,6.7816,1.0,2024-04-14 00:00:53.470768
,4807000.0,4.0,1.0,2024-04-14 00:00:53.470768
,4798000.0,0.624,0.0,2024-04-14 00:00:58.469520
,4797000.0,1.9567,0.0,2024-04-14 00:00:58.469520
,4796000.0,18.0326,0.0,2024-04-14 00:00:58.469520
,4795000.0,4.0881,0.0,2024-04-14 00:00:58.469520
,4794000.0,7.6319,0.0,2024-04-14 00:00:58.469520
,4804000.0,5.4567,1.0,2024-04-14 00:00:58.469520
,4805000.0,3.4403,1.0,2024-04-14 00:00:58.469520
,4806000.0,6.7816,1.0,2024-04-14 00:00:58.469520
,4807000.0,4.0,1.0,2024-04-14 00:00:58.469520
,4808000.0,19.0329,1.0,2024-04-14 00:00:58.469520
,4798000.0,0.0322,0.0,2024-04-14 00:01:03.468581
,4797000.0,4.0089,0.0,2024-04-14 00:01:03.468581
,4796000.0,19.3389,0.0,2024-04-14 00:01:03.468581
,4795000.0,4.0881,0.0,2024-04-14 00:01:03.468581
,4794000.0,7.3,0.0,2024-04-14 00:01:03.468581
,4805000.0,1.6003,1.0,2024-04-14 00:01:03.468581
,4806000.0,3.4419,1.0,2024-04-14 00:01:03.468581
,4807000.0,7.6352,1.0,2024-04-14 00:01:03.468581
,4808000.0,19.0309,1.0,2024-04-14 00:01:03.468581
,4809000.0,1.102,1.0,2024-04-14 00:01:03.468581
,4797000.0,4.1226,0.0,2024-04-14 00:01:08.453004
,4796000.0,19.0073,0.0,2024-04-14 00:01:08.453004
,4795000.0,5.6462,0.0,2024-04-14 00:01:08.453004
,4794000.0,7.3,0.0,2024-04-14 00:01:08.453004
,4793000.0,7.3,0.0,2024-04-14 00:01:08.453004
,4804000.0,1.16,1.0,2024-04-14 00:01:08.453004
,4805000.0,0.4403,1.0,2024-04-14 00:01:08.453004
,4806000.0,3.4419,1.0,2024-04-14 00:01:08.453004
,4807000.0,7.6353,1.0,2024-04-14 00:01:08.453004
,4808000.0,19.0309,1.0,2024-04-14 00:01:08.453004
,4798000.0,1.2245,0.0,2024-04-14 00:01:13.446631
,4797000.0,4.1226,0.0,2024-04-14 00:01:13.446631
,4796000.0,19.0073,0.0,2024-04-14 00:01:13.446631
,4795000.0,6.4789,0.0,2024-04-14 00:01:13.446631
,4794000.0,7.3,0.0,2024-04-14 00:01:13.446631
,4805000.0,1.5246,1.0,2024-04-14 00:01:13.446631
,4806000.0,4.9991,1.0,2024-04-14 00:01:13.446631
,4807000.0,6.0781,1.0,2024-04-14 00:01:13.446631
,4808000.0,19.0309,1.0,2024-04-14 00:01:13.446631
,4809000.0,1.102,1.0,2024-04-14 00:01:13.446631
,4798000.0,1.0539,0.0,2024-04-14 00:01:18.456329
,4797000.0,4.1226,0.0,2024-04-14 00:01:18.456329
,4796000.0,19.0073,0.0,2024-04-14 00:01:18.456329
,4795000.0,6.4786,0.0,2024-04-14 00:01:18.456329
,4794000.0,8.8898,0.0,2024-04-14 00:01:18.456329
,4804000.0,1.16,1.0,2024-04-14 00:01:18.456329
,4805000.0,0.4403,1.0,2024-04-14 00:01:18.456329
,4806000.0,4.9991,1.0,2024-04-14 00:01:18.456329
,4807000.0,6.0781,1.0,2024-04-14 00:01:18.456329
,4808000.0,19.0309,1.0,2024-04-14 00:01:18.456329
,4798000.0,1.0539,0.0,2024-04-14 00:01:23.469080
,4797000.0,4.1226,0.0,2024-04-14 00:01:23.469080
,4796000.0,19.0073,0.0,2024-04-14 00:01:23.469080
,4795000.0,4.9206,0.0,2024-04-14 00:01:23.469080
,4794000.0,9.2216,0.0,2024-04-14 00:01:23.469080
,4804000.0,1.16,1.0,2024-04-14 00:01:23.469080
,4805000.0,0.4403,1.0,2024-04-14 00:01:23.469080
,4806000.0,4.9991,1.0,2024-04-14 00:01:23.469080
,4807000.0,6.0781,1.0,2024-04-14 00:01:23.469080
,4808000.0,19.0309,1.0,2024-04-14 00:01:23.469080
,4798000.0,0.0905,0.0,2024-04-14 00:01:28.481320
,4797000.0,2.1233,0.0,2024-04-14 00:01:28.481320
,4796000.0,18.0073,0.0,2024-04-14 00:01:28.481320
,4795000.0,4.9206,0.0,2024-04-14 00:01:28.481320
,4794000.0,7.6317,0.0,2024-04-14 00:01:28.481320
,4804000.0,1.16,1.0,2024-04-14 00:01:28.481320
,4805000.0,3.4403,1.0,2024-04-14 00:01:28.481320
,4806000.0,6.8507,1.0,2024-04-14 00:01:28.481320
,4807000.0,4.0,1.0,2024-04-14 00:01:28.481320
,4808000.0,19.0329,1.0,2024-04-14 00:01:28.481320
,4798000.0,0.0905,0.0,2024-04-14 00:01:33.468049
,4797000.0,2.1235,0.0,2024-04-14 00:01:33.468049
,4796000.0,3.0073,0.0,2024-04-14 00:01:33.468049
,4795000.0,19.9206,0.0,2024-04-14 00:01:33.468049
,4794000.0,7.6316,0.0,2024-04-14 00:01:33.468049
,4803000.0,1.1559,1.0,2024-04-14 00:01:33.468049
,4804000.0,3.07,1.0,2024-04-14 00:01:33.468049
,4805000.0,3.7711,1.0,2024-04-14 00:01:33.468049
,4806000.0,6.45,1.0,2024-04-14 00:01:33.468049
,4807000.0,4.0,1.0,2024-04-14 00:01:33.468049
